[INFO] QAIL Website Tracker starting...
[INFO] CSV file: /Users/tekkies/.openclaw/workspace/qail-website/logs/analyzed-urls.csv
[INFO] Polling every 60 seconds
[INFO] Last update ID: None
[INFO] Processed URLs count: 0
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[ERROR] API request failed: <urlopen error [Errno 65] No route to host>
[WARN] API call failed, retrying in 120s
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
[INFO] Received 3 update(s)
